024830,7567675935,791893
214370,32052461883,1089221
046940,19673257360,5434521
009620,22500048099,6226984
137940,6210328453,6234839
056080,80076548261,9062561
090080,24663212168,11997095
148780,20929080288,13870545
025750,12991741223,14486672
008600,14510119029,17105678
014160,48386133187,26521268
403490,121491226431,65225016
